rep,target_prevalence,algo,arm,auroc,brier,ece10,ece20,calib_slope,calib_intercept,mean_predicted,observed_rate,nb_at_prevalence,nb_at_0.20,nb_positive_up_to,alpha_used
2,0.1,hgb,weighted + prior_full,0.779,0.0809,0.0336,0.0342,0.659,-0.286,0.0724,0.1,0.0395,0.0191,0.44,
2,0.1,hgb,weighted + Platt,0.7789,0.0797,0.0061,0.0102,1.001,0.002,0.0999,0.1,0.0434,0.0203,0.6,
2,0.1,hgb,weighted + isotonic,0.7708,0.0799,0.0041,0.0081,0.924,-0.137,0.1,0.1,0.0421,0.0191,0.6,
2,0.1,hgb,weighted + prior_fitted,0.779,0.0814,0.0223,0.0232,0.658,-0.609,0.1035,0.1,0.0429,0.0199,0.37,0.7776
2,0.15,logreg,weighted + prior_full,0.7777,0.1101,0.0278,0.0291,0.881,-0.185,0.1506,0.15,0.0667,0.0565,0.49,
2,0.15,logreg,weighted + Platt,0.7765,0.1102,0.0331,0.0353,0.994,-0.009,0.15,0.15,0.0671,0.0561,0.49,
2,0.15,logreg,weighted + isotonic,0.7689,0.1069,0.008,0.0147,0.947,-0.072,0.1498,0.15,0.0654,0.0563,0.48,
2,0.15,logreg,weighted + prior_fitted,0.7777,0.1101,0.0279,0.0291,0.882,-0.204,0.153,0.15,0.067,0.0564,0.5,0.9871
2,0.15,rf,weighted + prior_full,0.785,0.1083,0.0395,0.0395,1.042,0.489,0.1105,0.15,0.0647,0.0527,0.6,
2,0.15,rf,weighted + Platt,0.7836,0.1056,0.015,0.0174,0.995,-0.007,0.15,0.15,0.0669,0.0566,0.57,
2,0.15,rf,weighted + isotonic,0.7775,0.1056,0.0077,0.0115,0.917,-0.116,0.1501,0.15,0.0667,0.0537,0.6,
2,0.15,rf,weighted + prior_fitted,0.785,0.1057,0.0186,0.0228,1.041,-0.092,0.1661,0.15,0.064,0.0554,0.59,0.6792
2,0.15,hgb,weighted + prior_full,0.7703,0.1094,0.0343,0.0352,0.718,-0.193,0.1258,0.15,0.062,0.0505,0.58,
2,0.15,hgb,weighted + Platt,0.7691,0.1085,0.0118,0.0207,0.991,-0.013,0.15,0.15,0.0624,0.0505,0.6,
2,0.15,hgb,weighted + isotonic,0.7622,0.1087,0.0057,0.0136,0.931,-0.098,0.15,0.15,0.0617,0.05,0.55,
2,0.15,hgb,weighted + prior_fitted,0.7703,0.1103,0.0286,0.0286,0.718,-0.473,0.1622,0.15,0.0624,0.0504,0.5,0.7755
2,0.2,logreg,weighted + prior_full,0.7934,0.1295,0.023,0.0342,0.913,-0.106,0.2003,0.2,0.0903,0.0903,0.6,
2,0.2,logreg,weighted + Platt,0.7921,0.1298,0.0283,0.0361,0.993,-0.008,0.1999,0.2,0.0898,0.0898,0.6,
2,0.2,logreg,weighted + isotonic,0.788,0.1277,0.0095,0.0127,0.916,-0.092,0.2,0.2,0.0897,0.0897,0.57,
2,0.2,logreg,weighted + prior_fitted,0.7934,0.1295,0.0237,0.0334,0.913,-0.122,0.2025,0.2,0.0898,0.0898,0.6,0.9872
2,0.2,rf,weighted + prior_full,0.7909,0.1299,0.0388,0.0388,1.012,0.326,0.1627,0.2,0.0918,0.0918,0.59,
2,0.2,rf,weighted + Platt,0.7899,0.1279,0.0136,0.0187,0.995,-0.006,0.2,0.2,0.0903,0.0903,0.59,
2,0.2,rf,weighted + isotonic,0.7856,0.1279,0.0055,0.0119,0.903,-0.11,0.2003,0.2,0.0917,0.0917,0.59,
2,0.2,rf,weighted + prior_fitted,0.7909,0.128,0.021,0.0252,1.012,-0.118,0.2172,0.2,0.0881,0.0881,0.6,0.6832
2,0.2,hgb,weighted + prior_full,0.7669,0.1347,0.0384,0.0421,0.72,-0.163,0.1778,0.2,0.0825,0.0825,0.55,
2,0.2,hgb,weighted + Platt,0.7662,0.1338,0.0261,0.0296,0.991,-0.01,0.2,0.2,0.0822,0.0822,0.54,
2,0.2,hgb,weighted + isotonic,0.7611,0.1325,0.0063,0.0143,0.95,-0.056,0.2,0.2,0.0821,0.0821,0.52,
2,0.2,hgb,weighted + prior_fitted,0.7669,0.1354,0.032,0.0348,0.72,-0.385,0.2137,0.2,0.0831,0.0831,0.54,0.7776
2,0.3,logreg,weighted + prior_full,0.7868,0.1637,0.0297,0.0297,0.954,-0.033,0.2998,0.3,0.1329,0.1726,0.6,
2,0.3,logreg,weighted + Platt,0.7863,0.164,0.0302,0.0315,0.997,-0.003,0.3,0.3,0.1329,0.1717,0.6,
2,0.3,logreg,weighted + isotonic,0.7821,0.1633,0.0104,0.0124,0.949,-0.034,0.3,0.3,0.1325,0.1705,0.6,
2,0.3,logreg,weighted + prior_fitted,0.7868,0.1637,0.0301,0.0313,0.954,-0.043,0.3015,0.3,0.1333,0.1728,0.6,0.9874
2,0.3,rf,weighted + prior_full,0.7864,0.1622,0.0284,0.0293,1.022,0.19,0.2728,0.3,0.1321,0.1694,0.6,
2,0.3,rf,weighted + Platt,0.7861,0.1614,0.014,0.015,0.998,-0.002,0.3001,0.3,0.1302,0.1731,0.6,
2,0.3,rf,weighted + isotonic,0.7797,0.1619,0.0077,0.0224,0.92,-0.054,0.2999,0.3,0.1295,0.1725,0.6,
2,0.3,rf,weighted + prior_fitted,0.7864,0.1615,0.0218,0.0254,1.023,-0.082,0.3157,0.3,0.1302,0.1717,0.6,0.6865
2,0.3,hgb,weighted + prior_full,0.7701,0.1672,0.0342,0.0375,0.777,-0.079,0.2868,0.3,0.1243,0.1615,0.6,
2,0.3,hgb,weighted + Platt,0.7699,0.1665,0.0227,0.0229,0.998,-0.002,0.3001,0.3,0.1217,0.1617,0.6,
2,0.3,hgb,weighted + isotonic,0.766,0.1666,0.0104,0.0163,0.948,-0.036,0.3,0.3,0.1245,0.1605,0.6,
2,0.3,hgb,weighted + prior_fitted,0.7701,0.1678,0.0383,0.0384,0.777,-0.224,0.3148,0.3,0.1222,0.1627,0.6,0.78
2,0.4,logreg,weighted + prior_full,0.7878,0.1831,0.0437,0.0437,0.968,-0.01,0.3994,0.4,0.184,0.2729,0.6,
2,0.4,logreg,weighted + Platt,0.7877,0.1834,0.0452,0.0452,0.999,-0.001,0.4001,0.4,0.1831,0.271,0.6,
2,0.4,logreg,weighted + isotonic,0.784,0.1813,0.0071,0.014,0.96,-0.012,0.3999,0.4,0.1822,0.271,0.6,
2,0.4,logreg,weighted + prior_fitted,0.7878,0.1831,0.0436,0.0436,0.968,-0.015,0.4003,0.4,0.184,0.2727,0.6,0.9871
2,0.4,rf,weighted + prior_full,0.7868,0.1812,0.0185,0.0219,0.995,0.079,0.3855,0.4,0.179,0.2743,0.6,
2,0.4,rf,weighted + Platt,0.7867,0.181,0.0131,0.0319,0.999,-0.001,0.4001,0.4,0.1783,0.2745,0.6,
2,0.4,rf,weighted + isotonic,0.7839,0.181,0.0095,0.0193,0.959,-0.012,0.3998,0.4,0.1769,0.2727,0.6,
2,0.4,rf,weighted + prior_fitted,0.7868,0.181,0.014,0.0271,0.996,-0.051,0.409,0.4,0.1789,0.2743,0.6,0.6797
2,0.4,hgb,weighted + prior_full,0.7752,0.1862,0.0275,0.037,0.788,-0.037,0.3934,0.4,0.1745,0.2657,0.6,
2,0.4,hgb,weighted + Platt,0.775,0.1857,0.0272,0.0318,0.999,-0.001,0.4001,0.4,0.1737,0.2668,0.6,
2,0.4,hgb,weighted + isotonic,0.7715,0.1851,0.0079,0.0167,0.949,-0.02,0.4005,0.4,0.1755,0.2662,0.6,
2,0.4,hgb,weighted + prior_fitted,0.7752,0.1864,0.036,0.0402,0.788,-0.109,0.4086,0.4,0.175,0.2639,0.6,0.7758
2,0.5,logreg,weighted + prior_full,0.7924,0.1858,0.0301,0.0377,0.992,-0.001,0.5,0.5,0.2253,0.3815,0.6,
2,0.5,logreg,weighted + Platt,0.7921,0.186,0.0314,0.0392,0.997,-0.0,0.5,0.5,0.2257,0.3805,0.6,
2,0.5,logreg,weighted + isotonic,0.7889,0.1852,0.009,0.0123,0.95,-0.002,0.5,0.5,0.2223,0.381,0.6,
2,0.5,logreg,weighted + prior_fitted,0.7924,0.1858,0.0301,0.0377,0.992,-0.001,0.5,0.5,0.2253,0.3815,0.6,0.9865
2,0.5,rf,weighted + prior_full,0.7942,0.1837,0.0181,0.0226,1.01,0.008,0.4986,0.5,0.225,0.3845,0.6,
2,0.5,rf,weighted + Platt,0.794,0.1838,0.0163,0.0222,0.999,0.0,0.5,0.5,0.2248,0.3838,0.6,
2,0.5,rf,weighted + isotonic,0.7907,0.184,0.0053,0.0157,0.942,-0.003,0.5001,0.5,0.2253,0.3831,0.6,
2,0.5,rf,weighted + prior_fitted,0.7942,0.1837,0.0181,0.0226,1.01,0.008,0.4986,0.5,0.225,0.3845,0.6,0.6574
2,0.5,hgb,weighted + prior_full,0.7833,0.1904,0.0334,0.0335,0.781,-0.01,0.4999,0.5,0.2175,0.3798,0.6,
2,0.5,hgb,weighted + Platt,0.7831,0.1896,0.0188,0.0276,0.997,-0.0,0.5,0.5,0.2177,0.381,0.6,
2,0.5,hgb,weighted + isotonic,0.7796,0.1894,0.0049,0.0177,0.946,0.0,0.4996,0.5,0.2207,0.3802,0.6,
2,0.5,hgb,weighted + prior_fitted,0.7833,0.1904,0.0334,0.0335,0.781,-0.01,0.4999,0.5,0.2175,0.3798,0.6,0.763
3,0.05,logreg,weighted + prior_full,0.7671,0.0467,0.0085,0.0123,0.767,-0.647,0.0524,0.05,0.0217,0.0018,0.23,
3,0.05,logreg,weighted + Platt,0.7666,0.0457,0.005,0.0154,0.984,-0.047,0.0501,0.05,0.0216,0.0009,0.22,
3,0.05,logreg,weighted + isotonic,0.7615,0.0445,0.0033,0.0033,0.904,-0.236,0.0499,0.05,0.022,0.0005,0.25,
3,0.05,logreg,weighted + prior_fitted,0.7671,0.0467,0.0072,0.0126,0.766,-0.674,0.054,0.05,0.0217,0.002,0.23,0.9881
3,0.05,rf,weighted + prior_full,0.7409,0.0465,0.0303,0.0303,0.912,0.692,0.0197,0.05,0.0147,0.0003,0.24,
3,0.05,rf,weighted + Platt,0.7404,0.0448,0.0057,0.0059,0.996,-0.01,0.05,0.05,0.0185,0.0012,0.43,
3,0.05,rf,weighted + isotonic,0.7302,0.0452,0.0055,0.0085,0.747,-0.668,0.0501,0.05,0.0176,-0.0012,0.4,
3,0.05,rf,weighted + prior_fitted,0.7409,0.0448,0.0088,0.0092,0.912,-0.028,0.0412,0.05,0.0195,0.0017,0.41,0.7313
3,0.05,hgb,weighted + prior_full,0.6964,0.0463,0.0261,0.0271,0.452,-1.008,0.0259,0.05,0.0142,0.0015,0.3,
3,0.05,hgb,weighted + Platt,0.695,0.0457,0.0045,0.0058,0.988,-0.033,0.05,0.05,0.014,0.0013,0.29,
3,0.05,hgb,weighted + isotonic,0.6873,0.0458,0.0041,0.0051,0.81,-0.512,0.05,0.05,0.0139,0.0008,0.3,
3,0.05,hgb,weighted + prior_fitted,0.6964,0.0468,0.0206,0.0242,0.452,-1.274,0.0426,0.05,0.015,-0.0007,0.19,0.7997
3,0.1,logreg,weighted + prior_full,0.7905,0.0805,0.0186,0.0207,0.851,-0.299,0.1016,0.1,0.046,0.0249,0.4,
3,0.1,logreg,weighted + Platt,0.7899,0.0801,0.0246,0.0246,0.994,-0.014,0.1002,0.1,0.0458,0.0232,0.39,
3,0.1,logreg,weighted + isotonic,0.7847,0.0783,0.0057,0.0088,0.918,-0.149,0.1004,0.1,0.0469,0.0247,0.36,
3,0.1,logreg,weighted + prior_fitted,0.7905,0.0805,0.0197,0.0205,0.851,-0.323,0.1037,0.1,0.0461,0.0249,0.41,0.9874
3,0.1,rf,weighted + prior_full,0.7824,0.0818,0.0401,0.0401,0.954,0.5,0.0608,0.1,0.0429,0.0169,0.49,
3,0.1,rf,weighted + Platt,0.7811,0.0792,0.0108,0.0182,0.99,-0.02,0.1002,0.1,0.0431,0.025,0.6,
3,0.1,rf,weighted + isotonic,0.7723,0.0788,0.0017,0.0065,0.873,-0.232,0.1004,0.1,0.0452,0.0262,0.6,
3,0.1,rf,weighted + prior_fitted,0.7824,0.0792,0.0131,0.0151,0.955,-0.173,0.1078,0.1,0.042,0.0258,0.6,0.6793
3,0.1,hgb,weighted + prior_full,0.768,0.0829,0.0396,0.0397,0.628,-0.363,0.0733,0.1,0.0398,0.0185,0.33,
3,0.1,hgb,weighted + Platt,0.7671,0.0812,0.0116,0.0163,0.991,-0.018,0.1001,0.1,0.0392,0.022,0.58,
3,0.1,hgb,weighted + isotonic,0.7588,0.0807,0.0105,0.0106,0.887,-0.21,0.1003,0.1,0.0374,0.0214,0.6,
3,0.1,hgb,weighted + prior_fitted,0.768,0.084,0.0319,0.0351,0.628,-0.67,0.1044,0.1,0.0387,0.0208,0.33,0.7776
3,0.15,logreg,weighted + prior_full,0.7886,0.1087,0.0241,0.0241,0.875,-0.203,0.152,0.15,0.067,0.0536,0.53,
3,0.15,logreg,weighted + Platt,0.7883,0.1083,0.0238,0.0271,1.0,-0.001,0.15,0.15,0.0673,0.0541,0.54,
3,0.15,logreg,weighted + isotonic,0.7834,0.1068,0.0078,0.0113,0.943,-0.078,0.15,0.15,0.0679,0.0553,0.6,
3,0.15,logreg,weighted + prior_fitted,0.7886,0.1087,0.0227,0.0227,0.875,-0.223,0.1543,0.15,0.0669,0.0541,0.53,0.9871
3,0.15,rf,weighted + prior_full,0.7859,0.1088,0.0409,0.0414,1.015,0.453,0.1095,0.15,0.0647,0.0532,0.56,
3,0.15,rf,weighted + Platt,0.7857,0.106,0.008,0.0153,1.001,0.001,0.1501,0.15,0.0659,0.0554,0.6,
3,0.15,rf,weighted + isotonic,0.7797,0.1063,0.0073,0.0105,0.941,-0.083,0.1501,0.15,0.0658,0.0553,0.59,
3,0.15,rf,weighted + prior_fitted,0.7859,0.1062,0.0153,0.0202,1.015,-0.112,0.1644,0.15,0.0647,0.0535,0.51,0.6792
3,0.15,hgb,weighted + prior_full,0.7588,0.1123,0.0374,0.0387,0.673,-0.27,0.1256,0.15,0.0577,0.0478,0.48,
3,0.15,hgb,weighted + Platt,0.7584,0.1108,0.0122,0.0179,0.999,-0.001,0.1499,0.15,0.0605,0.0467,0.48,
3,0.15,hgb,weighted + isotonic,0.756,0.1106,0.0041,0.0086,0.922,-0.115,0.1502,0.15,0.059,0.0464,0.53,
3,0.15,hgb,weighted + prior_fitted,0.7588,0.1134,0.0283,0.0305,0.673,-0.533,0.1622,0.15,0.0598,0.0464,0.45,0.7755
3,0.2,logreg,weighted + prior_full,0.789,0.1299,0.0222,0.0263,0.916,-0.103,0.2003,0.2,0.0906,0.0906,0.6,
3,0.2,logreg,weighted + Platt,0.7886,0.13,0.0269,0.0289,0.999,-0.002,0.2001,0.2,0.0901,0.0901,0.6,
3,0.2,logreg,weighted + isotonic,0.7841,0.1281,0.0084,0.0156,0.932,-0.074,0.2,0.2,0.0883,0.0883,0.6,
3,0.2,logreg,weighted + prior_fitted,0.789,0.1298,0.0237,0.0259,0.916,-0.119,0.2025,0.2,0.0908,0.0908,0.6,0.9872
3,0.2,rf,weighted + prior_full,0.7865,0.1294,0.038,0.0395,1.029,0.355,0.1622,0.2,0.0868,0.0868,0.6,
3,0.2,rf,weighted + Platt,0.7859,0.1272,0.0125,0.0183,0.998,-0.002,0.2,0.2,0.0902,0.0902,0.6,
3,0.2,rf,weighted + isotonic,0.7826,0.1272,0.0059,0.0114,0.944,-0.061,0.1998,0.2,0.089,0.089,0.6,
3,0.2,rf,weighted + prior_fitted,0.7865,0.1274,0.0227,0.0269,1.029,-0.097,0.2167,0.2,0.0894,0.0894,0.6,0.6832
3,0.2,hgb,weighted + prior_full,0.7695,0.131,0.0333,0.0367,0.728,-0.144,0.1765,0.2,0.085,0.085,0.6,
3,0.2,hgb,weighted + Platt,0.769,0.1303,0.0245,0.0253,0.997,-0.002,0.1999,0.2,0.0845,0.0845,0.6,
3,0.2,hgb,weighted + isotonic,0.7619,0.1301,0.0075,0.0109,0.936,-0.074,0.1999,0.2,0.0837,0.0837,0.6,
3,0.2,hgb,weighted + prior_fitted,0.7695,0.1316,0.0358,0.0372,0.728,-0.368,0.2115,0.2,0.0845,0.0845,0.6,0.7776
3,0.3,logreg,weighted + prior_full,0.7917,0.1626,0.0315,0.033,0.943,-0.041,0.2997,0.3,0.1369,0.1742,0.6,
3,0.3,logreg,weighted + Platt,0.7916,0.1629,0.0368,0.0398,0.997,-0.003,0.3001,0.3,0.1372,0.1734,0.6,
3,0.3,logreg,weighted + isotonic,0.7883,0.1606,0.0099,0.0193,0.954,-0.031,0.3001,0.3,0.1387,0.174,0.6,
3,0.3,logreg,weighted + prior_fitted,0.7917,0.1625,0.0335,0.0349,0.943,-0.051,0.3014,0.3,0.1377,0.1743,0.6,0.9874
3,0.3,rf,weighted + prior_full,0.7938,0.1596,0.0296,0.0301,1.024,0.197,0.2723,0.3,0.1385,0.174,0.6,
3,0.3,rf,weighted + Platt,0.7937,0.1586,0.0122,0.0212,0.999,-0.001,0.3001,0.3,0.1369,0.1746,0.6,
3,0.3,rf,weighted + isotonic,0.7893,0.159,0.0063,0.0142,0.913,-0.059,0.3,0.3,0.1372,0.1752,0.6,
3,0.3,rf,weighted + prior_fitted,0.7938,0.1587,0.0178,0.0251,1.024,-0.075,0.3145,0.3,0.1359,0.1732,0.6,0.6865
3,0.3,hgb,weighted + prior_full,0.7764,0.1661,0.037,0.0436,0.761,-0.09,0.2868,0.3,0.1303,0.1665,0.6,
3,0.3,hgb,weighted + Platt,0.7763,0.1654,0.0288,0.0337,0.998,-0.002,0.3001,0.3,0.129,0.1649,0.6,
3,0.3,hgb,weighted + isotonic,0.7724,0.1648,0.0133,0.0176,0.935,-0.044,0.2999,0.3,0.1299,0.1689,0.6,
3,0.3,hgb,weighted + prior_fitted,0.7764,0.1665,0.0345,0.0367,0.761,-0.232,0.3143,0.3,0.1281,0.167,0.6,0.78
3,0.4,logreg,weighted + prior_full,0.7921,0.1825,0.0437,0.0469,0.964,-0.011,0.3993,0.4,0.1838,0.2741,0.6,
3,0.4,logreg,weighted + Platt,0.7917,0.1828,0.0464,0.0493,0.999,-0.0,0.3999,0.4,0.1842,0.2736,0.6,
3,0.4,logreg,weighted + isotonic,0.7881,0.1797,0.0078,0.0176,0.952,-0.016,0.4002,0.4,0.1864,0.2727,0.6,
3,0.4,logreg,weighted + prior_fitted,0.7921,0.1825,0.0433,0.0468,0.964,-0.016,0.4003,0.4,0.1837,0.2739,0.6,0.9871
3,0.4,rf,weighted + prior_full,0.7981,0.1769,0.0177,0.0217,1.028,0.089,0.386,0.4,0.1867,0.2771,0.6,
3,0.4,rf,weighted + Platt,0.7979,0.1767,0.0153,0.0215,0.999,-0.0,0.4,0.4,0.1864,0.2777,0.6,
3,0.4,rf,weighted + isotonic,0.7938,0.1766,0.0179,0.0277,0.953,-0.017,0.4005,0.4,0.1854,0.2769,0.6,
3,0.4,rf,weighted + prior_fitted,0.7981,0.1767,0.024,0.0266,1.028,-0.044,0.4092,0.4,0.1869,0.2785,0.6,0.6797
3,0.4,hgb,weighted + prior_full,0.788,0.182,0.0355,0.0391,0.792,-0.034,0.394,0.4,0.1797,0.2741,0.6,
3,0.4,hgb,weighted + Platt,0.7877,0.1816,0.0246,0.0331,0.999,-0.0,0.4,0.4,0.1779,0.2755,0.6,
3,0.4,hgb,weighted + isotonic,0.7841,0.1809,0.0118,0.0158,0.96,-0.012,0.4,0.4,0.1803,0.2766,0.6,
3,0.4,hgb,weighted + prior_fitted,0.788,0.1821,0.0353,0.0367,0.792,-0.106,0.4089,0.4,0.1783,0.2748,0.6,0.7758
3,0.5,logreg,weighted + prior_full,0.7939,0.1858,0.0301,0.0387,0.992,-0.001,0.5,0.5,0.2275,0.3838,0.6,
3,0.5,logreg,weighted + Platt,0.7936,0.186,0.0314,0.0374,0.998,0.0,0.4999,0.5,0.2282,0.3831,0.6,
3,0.5,logreg,weighted + isotonic,0.7905,0.1847,0.0094,0.0171,0.945,-0.002,0.5001,0.5,0.2297,0.3832,0.6,
3,0.5,logreg,weighted + prior_fitted,0.7939,0.1858,0.0301,0.0387,0.992,-0.001,0.5,0.5,0.2275,0.3838,0.6,0.9865
3,0.5,rf,weighted + prior_full,0.8002,0.1807,0.018,0.0266,1.021,-0.001,0.5004,0.5,0.237,0.3841,0.6,
3,0.5,rf,weighted + Platt,0.7999,0.1808,0.0181,0.0287,0.998,0.0,0.4999,0.5,0.2367,0.3855,0.6,
3,0.5,rf,weighted + isotonic,0.7971,0.1804,0.0141,0.0206,0.954,-0.0,0.4999,0.5,0.2362,0.3865,0.6,
3,0.5,rf,weighted + prior_fitted,0.8002,0.1807,0.018,0.0266,1.021,-0.001,0.5004,0.5,0.237,0.3841,0.6,0.6574
3,0.5,hgb,weighted + prior_full,0.7909,0.1862,0.0318,0.0372,0.796,-0.018,0.502,0.5,0.2268,0.3817,0.6,
3,0.5,hgb,weighted + Platt,0.7906,0.1858,0.0251,0.0267,0.997,0.0,0.4999,0.5,0.2265,0.3833,0.6,
3,0.5,hgb,weighted + isotonic,0.7868,0.1854,0.0131,0.0168,0.915,-0.003,0.5001,0.5,0.2218,0.383,0.6,
3,0.5,hgb,weighted + prior_fitted,0.7909,0.1862,0.0318,0.0372,0.796,-0.018,0.502,0.5,0.2268,0.3817,0.6,0.763
4,0.05,logreg,weighted + prior_full,0.7944,0.047,0.0132,0.0142,0.741,-0.724,0.0544,0.05,0.0228,0.001,0.21,
4,0.05,logreg,weighted + Platt,0.7936,0.0452,0.0072,0.0147,0.995,-0.014,0.0501,0.05,0.0221,0.0014,0.23,
4,0.05,logreg,weighted + isotonic,0.7903,0.044,0.0041,0.0041,0.91,-0.217,0.0501,0.05,0.0228,-0.0001,0.6,
4,0.05,logreg,weighted + prior_fitted,0.7944,0.0471,0.0114,0.0126,0.742,-0.749,0.0559,0.05,0.0223,0.0016,0.21,0.9881
4,0.05,rf,weighted + prior_full,0.7865,0.0464,0.0301,0.0303,0.892,0.636,0.0199,0.05,0.0151,0.0003,0.29,
4,0.05,rf,weighted + Platt,0.7857,0.0447,0.0066,0.01,0.997,-0.008,0.0501,0.05,0.0233,-0.0011,0.47,
4,0.05,rf,weighted + isotonic,0.7802,0.0445,0.0047,0.0049,0.851,-0.366,0.05,0.05,0.0229,-0.0019,0.49,
4,0.05,rf,weighted + prior_fitted,0.7865,0.0448,0.0129,0.0129,0.891,-0.069,0.0413,0.05,0.0227,-0.0008,0.48,0.7313
4,0.05,hgb,weighted + prior_full,0.7334,0.047,0.0296,0.0298,0.434,-1.01,0.0266,0.05,0.0136,-0.0008,0.57,
4,0.05,hgb,weighted + Platt,0.7324,0.0457,0.0027,0.0027,0.995,-0.013,0.05,0.05,0.0168,-0.0005,0.29,
4,0.05,hgb,weighted + isotonic,0.7222,0.0459,0.0045,0.0045,0.785,-0.572,0.05,0.05,0.0153,0.0,0.49,
4,0.05,hgb,weighted + prior_fitted,0.7334,0.048,0.0267,0.0267,0.434,-1.266,0.0434,0.05,0.0166,-0.0024,0.16,0.7997
4,0.1,logreg,weighted + prior_full,0.7821,0.0813,0.0147,0.0152,0.831,-0.345,0.1025,0.1,0.0434,0.0236,0.4,
4,0.1,logreg,weighted + Platt,0.7814,0.0808,0.0201,0.0212,0.993,-0.016,0.1002,0.1,0.0434,0.0227,0.4,
4,0.1,logreg,weighted + isotonic,0.7741,0.0791,0.0038,0.0047,0.928,-0.125,0.0996,0.1,0.0426,0.024,0.38,
4,0.1,logreg,weighted + prior_fitted,0.7821,0.0814,0.0153,0.0155,0.831,-0.368,0.1046,0.1,0.0434,0.0238,0.4,0.9874
4,0.1,rf,weighted + prior_full,0.7845,0.0814,0.0392,0.0393,1.033,0.679,0.0608,0.1,0.0399,0.0169,0.52,
4,0.1,rf,weighted + Platt,0.7836,0.0785,0.008,0.0099,0.995,-0.009,0.1,0.1,0.0426,0.0255,0.6,
4,0.1,rf,weighted + isotonic,0.7801,0.0787,0.0035,0.0081,0.863,-0.252,0.1005,0.1,0.0437,0.0247,0.55,
4,0.1,rf,weighted + prior_fitted,0.7845,0.0784,0.0137,0.0145,1.033,-0.049,0.1086,0.1,0.0414,0.0251,0.57,0.6793
4,0.1,hgb,weighted + prior_full,0.7565,0.0824,0.035,0.0362,0.627,-0.38,0.0726,0.1,0.0375,0.0185,0.38,
4,0.1,hgb,weighted + Platt,0.7556,0.0812,0.0116,0.0122,0.995,-0.009,0.1,0.1,0.0365,0.0194,0.59,
4,0.1,hgb,weighted + isotonic,0.7481,0.0808,0.0046,0.0067,0.888,-0.212,0.1001,0.1,0.0376,0.0193,0.6,
4,0.1,hgb,weighted + prior_fitted,0.7565,0.0831,0.0268,0.0271,0.627,-0.687,0.1043,0.1,0.0384,0.0183,0.36,0.7776
4,0.15,logreg,weighted + prior_full,0.7761,0.1104,0.0174,0.0194,0.886,-0.186,0.1518,0.15,0.0636,0.0504,0.49,
4,0.15,logreg,weighted + Platt,0.7757,0.1101,0.0216,0.0243,0.998,-0.003,0.15,0.15,0.0637,0.0502,0.49,
4,0.15,logreg,weighted + isotonic,0.7699,0.1086,0.0095,0.0118,0.91,-0.126,0.1498,0.15,0.0639,0.0476,0.58,
4,0.15,logreg,weighted + prior_fitted,0.7761,0.1104,0.0162,0.0235,0.885,-0.206,0.1542,0.15,0.0648,0.0501,0.49,0.9871
4,0.15,rf,weighted + prior_full,0.7717,0.1102,0.0405,0.0405,0.999,0.416,0.1096,0.15,0.0597,0.0489,0.58,
4,0.15,rf,weighted + Platt,0.7714,0.1077,0.0113,0.0144,0.998,-0.002,0.15,0.15,0.0602,0.0507,0.53,
4,0.15,rf,weighted + isotonic,0.7667,0.1079,0.0049,0.0094,0.871,-0.189,0.1504,0.15,0.0614,0.0504,0.51,
4,0.15,rf,weighted + prior_fitted,0.7717,0.1079,0.0173,0.0196,0.999,-0.14,0.1656,0.15,0.0577,0.0507,0.55,0.6792
4,0.15,hgb,weighted + prior_full,0.7454,0.1118,0.0327,0.0366,0.655,-0.297,0.1248,0.15,0.0539,0.0456,0.59,
4,0.15,hgb,weighted + Platt,0.745,0.1113,0.0247,0.0247,0.995,-0.007,0.15,0.15,0.0511,0.0436,0.55,
4,0.15,hgb,weighted + isotonic,0.7373,0.111,0.0078,0.011,0.896,-0.157,0.1502,0.15,0.0546,0.0459,0.54,
4,0.15,hgb,weighted + prior_fitted,0.7454,0.1131,0.0417,0.0417,0.655,-0.552,0.162,0.15,0.0516,0.0401,0.49,0.7755
4,0.2,logreg,weighted + prior_full,0.7867,0.1314,0.029,0.029,0.902,-0.126,0.2009,0.2,0.0907,0.0907,0.6,
4,0.2,logreg,weighted + Platt,0.7864,0.1314,0.0333,0.0338,0.999,-0.002,0.2001,0.2,0.0908,0.0908,0.6,
4,0.2,logreg,weighted + isotonic,0.7814,0.1294,0.0066,0.0104,0.939,-0.069,0.2002,0.2,0.0902,0.0902,0.6,
4,0.2,logreg,weighted + prior_fitted,0.7867,0.1314,0.0303,0.0303,0.902,-0.142,0.2031,0.2,0.0906,0.0906,0.6,0.9872
4,0.2,rf,weighted + prior_full,0.7812,0.1314,0.0402,0.0402,1.018,0.333,0.1626,0.2,0.0908,0.0908,0.55,
4,0.2,rf,weighted + Platt,0.7809,0.1293,0.0191,0.0196,0.998,-0.003,0.2001,0.2,0.0925,0.0925,0.56,
4,0.2,rf,weighted + isotonic,0.7759,0.1289,0.006,0.0149,0.951,-0.055,0.2,0.2,0.0917,0.0917,0.53,
4,0.2,rf,weighted + prior_fitted,0.7812,0.1294,0.0251,0.028,1.017,-0.114,0.2176,0.2,0.092,0.092,0.56,0.6832
4,0.2,hgb,weighted + prior_full,0.7689,0.1337,0.0374,0.0386,0.725,-0.156,0.1781,0.2,0.0876,0.0876,0.55,
